Key	Type	Desc	Thai
Items/MinerPantsArmorDesc	Text		Chiếc quần vừa vặn giúp việc di chuyển dưới lòng đất thuận tiện hơn nhiều. Đi kèm với ủng cao su kêu cót két.
Items/Minigun	Text		Súng Sáu Nòng Phế Liệu
Items/MinigunDesc	Text		Một thiết bị giống như súng có thể biến các mảnh vụn bỏ đi thành một loạt đạn cắt sắc bén.
Items/MinionDetonator	Text		Bộ Kích Nổ Đệ Tử
Items/MinionDetonatorDesc	Text		Huy hiệu đầu lâu nguyên bản biến những tia lửa sự sống được triệu hồi thành những cái chết lớn hơn.
Items/MinionDetonatorMinor	Text		Bộ Nhóm Lửa Đệ Tử
Items/MinionDetonatorMinorDesc	Text		Huy hiệu đầu lâu gỉ sét biến những tia lửa sự sống được triệu hồi thành những cái chết nhỏ hơn.
Items/MinionPotion	Text		Thuốc Giao Ước Sức Mạnh
Items/MinionPotionDesc	Text		Một chất lỏng trông đáng sợ giúp nâng cao sức mạnh của các lực lượng được triệu hồi của bạn.
Items/MinionRange	Text		Đệ Tử Dơi
Items/MoldChest	Text		Rương Nấm Mốc
Items/MoldChestDesc	Text		Chiếc rương cổ đại này đã bị nấm mốc bao phủ.
Items/MoldCicada	Text		Ve Sầu Mốc (Lưỡi Liềm)
Items/MoldCicadaDesc	Text		Một con ve sầu khổng lồ đã chết trước khi có thể trút bỏ lớp vỏ. Trông như nó bị nhiễm một loại nấm mốc hung hãn khiến nó trở nên điên cuồng.
Items/MoldCicadaWithoutSickle	Text		Ve Sầu Mốc
Items/MoldCicadaWithoutSickleDesc	Text		Một con ve sầu khổng lồ đã chết trước khi có thể trút bỏ lớp vỏ. Trông như nó bị nhiễm một loại nấm mốc hung hãn khiến nó trở nên điên cuồng.
Items/MoldDestructible	Text		Khối Nấm Mốc
Items/MoldDestructibleDesc	Text		Một loại nấm xốp, rỗng. Đập vỡ nó có thể thu được một số vật phẩm hữu ích.
Items/MoldDew	Text		Sương Nấm Mốc
Items/MoldDewDesc	Text		Giọt sương màu vàng toả ra từ các bào tử nấm mốc, có lẽ ai đó sẽ tìm thấy công dụng của nó.
Items/MoldPillar	Text		Cột Nấm Mốc
Items/MoldPillarDesc	Text		Một cây cột cổ xưa mang hình dáng lõi, đã bị nấm mốc mọc phủ đầy.
Items/MoldRing	Text		Nhẫn Nấm Mốc
Items/MoldRingDesc	Text		Một chiếc nhẫn mềm từ từ giải phóng các bào tử nấm mốc.
Items/MoldShark	Text		Cá Mập Mốc
Items/MoldSharkDesc	Text		Một nhỏ săn mồi nhỏ bé của vùng nước nấm mốc đục ngầu.
Items/MoldShell	Text		Vỏ Nấm Mốc
Items/MoldShellDesc	Text		Lớp vỏ nhợt nhạt, có xơ của một sinh vật đã rời đi.
Items/MoldTentacle	Text		Xúc Tu Nấm Mốc
Items/MoldTentacleTrophy	Text		Mô hình Xúc Tu Nấm Mốc
Items/MoldTentacleTrophyDesc	Text		Mô hình sống động của một Xúc Tu Nấm Mốc.
Items/MoldTree	Text		Cây Nấm Mốc
Items/MoldTreeDesc	Text		Một cái cây từng xanh tươi nay đã bị nhiễm nấm mốc hoàn toàn.
Items/MoldVeinNecklace	Text		Vòng Cổ Sợi Mốc
Items/MoldVeinNecklaceDesc	Text		Một vòng các sợi hữu cơ màu trắng, bám chặt vào da.
Items/MoldWell	Text		Giếng Nấm Mốc
Items/MoldWellDesc	Text		Chắc chắn bạn không muốn tưới cây bằng nước chứa trong đó đâu.
Items/MoldwebBreastArmor	Text		Giáp Ngực Mạng Mốc
Items/MoldwebBreastArmorDesc	Text		Một mảnh giáp ngực phủ đầy nấm mốc sống, khao khát con mồi lớn.
Items/MoldwebHelm	Text		Mũ Giáp Mạng Mốc
Items/MoldwebHelmDesc	Text		Mãnh giáp đầu phủ đầy nấm mốc sống. Nhịp đập của nó tăng cường các chức năng cơ thể của bạn.
Items/MoldwebPantsArmor	Text		Quần Mạng Mốc
Items/MoldwebPantsArmorDesc	Text		Giáp chân phủ đầy nấm mốc sống. Nó có vẻ không mấy hứng thú với việc ăn thịt người mặc.
Items/MoltenButterflyWing	Text		Cánh Dung Nham Nóng Chảy
Items/MoltenButterflyWingDesc	Text		Cánh của loài bướm dung nham, vung nó lên sẽ khiến các tia lửa bắn ra khắp hướng.
Items/MoonstoneOffhand	Text		Đá Mặt Trăng
Items/MoonstoneOffhandDesc	Text		Viên tinh thể nguyên bản này chứa đầy năng lượng. Nó khiến bạn cảm thấy kiên định.
Items/MorphaBag	Text		Balo Bong Bóng Của Morpha
Items/MorphaBagDesc	Text		Chiếc balo co giãn với nhiều không gian được hình thành từ một trong những khối u ngoài của Morpha.
Items/MorphaChest	Text		Rương Của Morpha
Items/MorphaChestDesc	Text		Một chiếc rương phủ đầy chất nhầy gợi nhớ đến Khối Thủy Thể.
Items/MorphaRing	Text		Nhẫn Của Morpha
Items/MorphaRingDesc	Text		Một chiếc nhẫn nhỏ kỳ lạ làm từ slime màu xanh lam, nó gần như trượt khỏi ngón tay bạn.
Items/MorphaTrophy	Text		Mô hình Morpha
Items/MorphaTrophyDesc	Text		Mô hình sống động của Morpha, Khối Thủy Thể.
Items/MucusAmoeba	Text		Trùng Biến Hình Chất Nhầy
Items/MucusAmoebaDesc	Text		Một con trùng biến hình khổng lồ đầy chất nhầy, nó dường như đang nhìn bạn.
Items/MummyCaveling	Text		Xác Ướp Dân Hang Động
Items/Mushroom	Text		Nấm
Items/MushroomBrute	Text		Người Nấm Khổng Lồ
Items/MushroomDesc	Text		Một cây nấm hang động nhỏ, hoàn hảo cho một món ăn nhẹ trên đường đi.
Items/MushroomEnemy	Text		Người Nấm
Items/MushroomEnemyTrophy	Text		Mô hình Người Nấm
Items/MushroomEnemyTrophyDesc	Text		Mô hình sống động của một Người Nấm.
Items/MushroomHelm	Text		Mũ Người Nấm
Items/MushroomHelmDesc	Text		Nó mọc trên đầu bạn. Bạn có thể cảm thấy các vết thương của mình liền lại cùng với nó.
Items/MushroomPlural	Text		Các Cây Nấm
Items/MusicBowl	Text		Bát Âm Nhạc
Items/MusicBowlDesc	Text		Một chiếc bát quý giá chứa một trục lăn màu vàng dường như đã từng phát ra một giai điệu u sầu. Nhưng nó đã ngừng hoạt động.
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAlone	Text		CSD!3!? - Đi Một Mình Rất Nguy Hiểm
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAloneDesc	Text		Một bản nhạc chứa một giai điệu đầy động lực. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicSheetCoreKeeperBaseTheme	Text		Core Keeper - Nhạc Nền Chính
Items/MusicSheetCoreKeeperBaseThemeDesc	Text		Một bản nhạc chứa một giai điệu gia đình ấm cúng. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicSheetHappyBirthday	Text		Chúc Mừng Sinh Nhật
Items/MusicSheetHappyBirthdayDesc	Text		Một bản nhạc chứa một giai điệu sinh nhật tưng bừng. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicSheetOwlBoyMainTheme	Text		Owlboy - Nhạc Chủ Đề Chính
Items/MusicSheetOwlBoyMainThemeDesc	Text		Một bản nhạc chứa một giai điệu tràn đầy hứng khởi. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicSheetStand	Text		Giá Nhạc
Items/MusicSheetStandDesc	Text		Một món đồ nội thất hữu ích để nâng đỡ các bản nhạc. Khi cắm bản nhạc vào, bạn có thể chơi giai điệu trong đó bằng một nhạc cụ.
Items/MusicSheetStardewValleyItsABigWorldOutside	Text		Stardew Valley - Mùa Xuân (Thế Giới Ngoài Kia Rộng Lớn Thật)
Items/MusicSheetStardewValleyItsABigWorldOutsideDesc	Text		Một bản nhạc chứa một giai điệu thư giãn. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicSheetTerrariaJourneysBeginning	Text		Terraria - Khởi Đầu Cuộc Hành Trình
Items/MusicSheetTerrariaJourneysBeginningDesc	Text		Một bản nhạc chứa một giai điệu mang đầy tính phiêu lưu. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicSheetValheimMeadows	Text		Valheim - Đồng Cỏ
Items/MusicSheetValheimMeadowsDesc	Text		Một bản nhạc chứa một giai điệu thanh bình. Đặt nó lên giá nhạc cho phép người ta chơi giai điệu đó bằng một nhạc cụ.
Items/MusicWorkbench	Text		Bàn Soạn Nhạc
Items/MusicWorkbenchDesc	Text		Chiếc bàn viết này khơi gợi cảm hứng cho các công cụ và sáng tác dùng để chỉ huy âm nhạc.
Items/MysteriousIdol	Text		Tượng Thần Bí Ẩn
Items/MysteriousIdolDesc	Text		Một bức tượng lõi bằng tinh thể. Có thể thu hút ai đó đang tìm kiếm các tượng thần bí ẩn nếu được đặt trong một căn phòng có thể ở được.
Items/NatureBones	Text		Xương Rừng Rậm
Items/NatureCavelingMoss	Text		Rêu Xum Xuê
Items/NatureCavelingMossDesc	Text		Thực vật mặt đất tìm thấy ở Vùng Rừng Hoang Dã Azeos. Chúng mọc ra những quả mọng nhỏ thu hút dân hang động của khu vực tương ứng.
Items/NatureCicadaSummoningItem	Text		Nhựa Cây Hóa Cứng
Items/NatureCicadaSummoningItemDesc	Text		Khối nhựa cây hóa cứng này dụ các loài côn trùng, dù nhỏ hay khổng lồ, ra khỏi mặt đất! Chỉ cần đặt nó xuống và chờ đợi.
Items/NatureDestructible	Text		Bình Hoa
Items/NatureDestructibleDesc	Text		Một loài thực vật màu vàng chứa các chiến lợi phẩm hữu cơ.
Items/NatureGemstone	Text		Ngọc Lục Bảo Rừng Rậm
Items/NatureGemstoneDesc	Text		Một viên đá quý màu xanh tươi hiếm khi được tìm thấy ở các vùng xanh tốt kết tinh. Các thuộc tính đặc biệt của nó cho phép sử dụng để chế tác chất lượng cao hơn.
Items/NatureWoodenDestructible	Text		Thùng Gỗ Mọc Đầy Cây
Items/NatureWoodenDestructibleDesc	Text		A box that has been partially reclaimed by nature. It contains useful goods.
Items/NilipedeTrophy	Text		Mô hình Rết Nilipede
Items/NilipedeTrophyDesc	Text		Mô hình sống động của một Nilipede.
Items/NinjaBreastArmor	Text		Y Phục Ninja
Items/NinjaBreastArmorDesc	Text		Di chuyển nhanh như gió.
Items/NinjaHelm	Text		Mũ Trùm Ninja
Items/NinjaHelmDesc	Text		Ẩn mình trong bóng tối.
Items/NinjaPantsArmor	Text		Quần Giáp Ninja
Items/NinjaPantsArmorDesc	Text		Biến mất không một tiếng động.
Items/NobleRing	Text		Nhẫn Quý Tộc
Items/NobleRingDesc	Text		Một chiếc nhẫn trông có vẻ đắt tiền đính một viên hồng ngọc. Nó chắc hẳn đã thuộc về một người giàu có nào đó.
Items/NomadNecklace	Text		Vòng Cổ Du Mục
Items/NomadNecklaceDesc	Text		Được làm từ vải rách và huy hiệu kim loại, minh chứng của sa mạc này mang lại cho bạn lợi thế sắc bén khi tấn công.
Items/NomadRing	Text		Nhẫn Du Mục
Items/NomadRingDesc	Text		Chiếc nhẫn nhỏ này được làm từ vải rách để tránh bị nóng lên trong những thung lũng sa mạc thiêu đốt.
Items/OasisStalagmite	Text		Măng Đá Ốc Đảo
Items/OasisStalagmiteDesc	Text		Một cột ẩm rắn chắc, được phủ bởi cát đỏ trôi dạt tích tụ qua nhiều thế kỷ.
Items/OasisSucculent	Text		Nha Đam Dát Vàng
Items/OasisSucculentDesc	Text		Loài cây mọng nước xinh đẹp này vẫn chưa nở hoa hoàn toàn.
Items/OasisSucculentLarge	Text		Nha Đam Dát Vàng Lớn
Items/OasisSucculentLargeDesc	Text		Một loài cây mọng nước dẻo dai phát triển mạnh trong môi trường ẩm ướt.
Items/ObeliskSmall	Text		Bia Đá Nhỏ
Items/ObeliskSmallDesc	Text		Một bia đá mô tả, được khắc vào đá. Các cổ tự trên đó không thể giải mã được.
Items/ObeliskTall	Text		Bia Đá Cao
Items/ObeliskTallDesc	Text		Một bia đá mô tả lớn, được khắc vào đá. Các cổ tự trên đó không thể giải mã được.
Items/Ocarina	Text		Kèn Ocarina
Items/OcarinaDesc	Text		Một nhạc cụ vượt thời gian.
Items/OceanHeartNecklace	Text		Vòng Cổ Trái Tim Đại Dương
Items/OceanHeartNecklaceDesc	Text		Một viên kim cương xanh lớn là trung tâm của kho báu phi thường này. Bạn cảm thấy được yêu thương khi ôm nó vào lòng ngực.
Items/OctarineAnvil	Text		Đe Octarine
Items/OctarineAnvilDesc	Text		Một chiếc đe kỳ lạ dùng để tạo ra các trang bị phi thường.
Items/OctarineAxe	Text		Rìu Octarine
Items/OctarineAxeDesc	Text		Vũ khí hình bán nguyệt này tấn công rất mạnh và tự động hướng về phía các điểm yếu của kẻ thù một cách kỳ diệu.
Items/OctarineBackpack	Text		Balo Octarine
Items/OctarineBackpackDesc	Text		Một chiếc balo kỳ lạ có nhiều không gian bên trong hơn so với vẻ ngoài của nó.
Items/OctarineBar	Text		Thỏi Octarine
Items/OctarineBarDesc	Text		Một thỏi kim loại bí ẩn dành cho việc rèn đúc phi thường.
Items/OctarineBow	Text		Cung Octarine
Items/OctarineBowDesc	Text		Một cây cung kỳ lạ giúp cải thiện đường bay của mũi tên, cho phép bắn nhanh hơn.
Items/OctarineBreastArmor	Text		Giáp Ngực Octarine
Items/OctarineBreastArmorDesc	Text		Tấm giáp ngực bí ẩn này kích thích các cơ bắp giúp vung vũ khí của bạn nhanh hơn nhiều.
Items/OctarineChest	Text		Rương Octarine
Items/OctarineChestDesc	Text		Một chiếc rương cồng kềnh làm từ octarine. Nó không còn bị khóa nữa.
Items/OctarineFishingRod	Text		Cần Câu Octarine
Items/OctarineFishingRodDesc	Text		Một công cụ phi thường để kéo những loài cá biển sâu lên.
Items/OctarineHelm	Text		Mũ Giáp Octarine
Items/OctarineHelmDesc	Text		Một chiếc mũ giáp kỳ lạ không có kính che mắt. Vì lý do nào đó, bạn vẫn có thể nhìn rõ khi đội nó vào.
Items/OctarineKey	Text		Chìa Khóa Octarine
Items/OctarineKeyDesc	Text		Một chiếc chìa khóa cồng kềnh được đúc bằng octarine. Chắc hẳn có một ổ khóa ở đâu đó vừa vặn với nó.
Items/OctarineMiningPick	Text		Cuốc Chim Octarine
Items/OctarineMiningPickDesc	Text		Một công cụ phi thường để phá vỡ các bức tường kiên cố.
Items/OctarineNecklace	Text		Vòng Cổ Octarine
Items/OctarineNecklaceDesc	Text		Một chiếc vòng cổ làm từ octarine nguyên chất tràn đầy năng lượng ma thuật.
Items/OctarineOre	Text		Quặng Octarine
Items/OctarineOreBoulder	Text		Khối Quặng Octarine
Items/OctarineOreDesc	Text		Loại quặng bí ẩn thường được tìm thấy trong các bức tường đá vôi.
Items/OctarinePantsArmor	Text		Quần Octarine
Items/OctarinePantsArmorDesc	Text		Trang bị bảo vệ chân kỳ lạ này truyền năng lượng qua toàn bộ cơ thể bạn.
Items/OctarineRing	Text		Nhẫn Octarine
Items/OctarineRingDesc	Text		Một chiếc nhẫn làm từ octarine nguyên chất được tăng cường các thuộc tính ma thuật.
Items/OctarineSeeder	Text		Dụng Cụ Gieo Hạt Octarine
Items/OctarineSeederDesc	Text		Được chế tạo bằng kỹ thuật khéo léo, chiếc xẻng làm vườn này đủ hiệu quả để nuôi sống cả một ngôi làng. Bao phủ diện tích lên tới 5x5 ô.
Items/OctarineShield	Text		Khiên Octarine
Items/OctarineShieldDesc	Text		Một chiếc khiên cực kỳ bền bỉ chứa đầy năng lượng giúp tăng lượng máu khi cầm nó.
Items/OctarineShovel	Text		Xẻng Octarine
Items/OctarineShovelDesc	Text		Một chiếc xẻng vô cùng linh hoạt, không có đối thủ trong việc đào đất. Bao phủ diện tích lên tới 3x3 ô.
Items/OctarineSledge	Text		Búa Tạ Octarine
Items/OctarineSledgeDesc	Text		Một vũ khí phi thường để đập tan kẻ thù và các bức tường.
Items/OctarineSword	Text		Kiếm Octarine
Items/OctarineSwordDesc	Text		Một vũ khí phi thường để tiêu diệt kẻ thù.
Items/OctarineTable	Text		Bàn Octarine
Items/OctarineTableDesc	Text		Một bộ bàn ghế sang trọng làm từ octarine.
