Key	English
Items/LogicCircuitDesc	Electricity can move through the circuit when it receives electricity on exactly 2 out of 3 inputs.
Items/LoomSpinningWheel	Loom
Items/LoomSpinningWheelDesc	This archaic device makes it possible to turn fiber into beautiful clothing and costumes.
Items/LooseFlooring	Loose Flooring
Items/LooseFlooringDesc	A collection of workable groundcover made from clay. A true hobbyist might turn them into different shapes and colors.
Items/LostPaddle	Lost Paddle
Items/LostPaddleDesc	Somewhere, someone must have paddled in circles.
Items/LucentOakTree	Lucent Oak
Items/LucentOakTreeDesc	What once seemed to have been a normal tree got permeated by crystals, turning it into a living work of art.
Items/LuckyCat	Lucky Cat
Items/LuckyCatDesc	"When powered by electricity, this ceramic charmer waves its paw as if to say, ""Fortune favors the feline!"""
Items/LuckyRing	Lucky Ring
Items/LuckyRingDesc	A cheaply made ring from a vending machine. If you believe hard enough you may feel more lucky.
Items/LumpOfCoal	Lump of Coal
Items/LumpOfCoalDesc	A dusty piece of coal that leaves your hands black and your conscience tainted. Have you perhaps been naughty?
Items/Lunacorn	Lunacorn
Items/LunacornDesc	A mealy, colorful crop that increases your toughness.
Items/LunacornRare	Golden Lunacorn
Items/LunacornRareDesc	A very rare variant of the common lunacorn.
Items/LunacornSeed	Lunacorn Seed
Items/LunacornSeedDesc	Grows into an inspiriting crop when planted. Only grows in prepared crystal ground.
Items/LuxuriousHandmirror	Luxurious Handmirror
Items/LuxuriousHandmirrorDesc	A hand-held mirror in great condition. Clearly someone had a sense of beauty.
Items/MagicMirror	Magic Mirror
Items/MagicMirrorDesc	This mysterious piece of furniture has been enhanced in strange ways. Looking into it makes it possible to change your appearance.
Items/MagicPotion	Arcane Potion
Items/MagicPotionDesc	A volatile concoction that amplifies your magical energy.
Items/MagnetOffHand	Magnet
Items/MagnetOffHandDesc	A magnet with an impressive draw that defies the limits of electromagnetics.
Items/MagneticRing	Magnetic Ring
Items/MagneticRingDesc	A strange ring that pulls in loot around you in a higher radius. Magnets, how do they work?
Items/MakeAWishHat	Make-A-Wish Hat
Items/MakeAWishHatDesc	A glimmering party hat for a generous heart. The caves feel a little less dark, and the world a little less gloomy thanks to your charity.
Items/MalugazChest	Malugaz Chest
Items/MalugazChestDesc	A cursed leather chest reminiscent of the Corrupted Shaman.
Items/MalugazTrophy	Malugaz Figurine
Items/MalugazTrophyDesc	A lifelike representation of Malugaz the Corrupted.
Items/ManaPotion	Mana Potion
Items/ManaPotionDesc	A potent elixir that instantly refills your inner power. Also tastes sweet.
Items/Mannequin	Mannequin
Items/MannequinDesc	A wooden figure that's great for showcasing gear and feeling less alone.
Items/MeadowBush	Meadow Bush
Items/MeadowBushDesc	A golden-colored patch of meadow grass to use as a decorative.
Items/MeadowTallGrass	Tall Meadow Grass
Items/MeadowTallGrassDesc	A large golden-colored patch of tall meadow grass to use as a decorative.
Items/MeadowTree	Meadow Tree
Items/MeadowTreeDesc	The tranquility of the meadow produced a Lush Tree variant that grows golden-colored leafs. Plant it back into the ground to decorate your home.
Items/Meat	Marbled Meat
Items/MeatDesc	A thick slab of meat, waiting to be simmered and seasoned.
Items/MechanicalArm	Mechanical Arm
Items/MechanicalArmDesc	An overgrown piece of ancient technology. The joints are stiff but it must have performed remarkable tasks in the past.
Items/MechanicalPart	Mechanical Part
Items/MechanicalPartDesc	A piece of ancient machinery.
Items/MediumCritterPouch	Medium Critter Pouch
Items/MediumCritterPouchDesc	A medium pouch made exclusively for critters, with dedicated slots that auto-sort items as you gather them.
Items/MediumFishPouch	Medium Fish Pouch
Items/MediumFishPouchDesc	A medium pouch made exclusively for fish, with dedicated slots that auto-sort items as you gather them.
Items/MediumOreAndBlockPouch	Medium Ore and Block Pouch
Items/MediumOreAndBlockPouchDesc	A medium pouch made exclusively for ores and blocks, with dedicated slots that auto-sort items as you gather them.
Items/MediumPotionPouch	Medium Potion Pouch
Items/MediumPotionPouchDesc	A medium pouch made exclusively for potions, with dedicated slots that auto-sort items as you gather them.
Items/MediumSeedAndCropsPouch	Medium Seed and Crop Pouch
Items/MediumSeedAndCropsPouchDesc	A medium pouch made exclusively for seeds and crops, with dedicated slots that auto-sort items as you gather them.
Items/MediumValuablePouch	Medium Valuable Pouch
Items/MediumValuablePouchDesc	A medium pouch made exclusively for valuables, with dedicated slots that auto-sort items as you gather them.
Items/MeltingCrystalRing	Melting Crystal Ring
Items/MeltingCrystalRingDesc	A gooey ring dripping slippery slime on the floor.
Items/MetalBarrel	Metal Barrel
Items/MetalBarrelDesc	A barrel for hazardous waste. It is firmly sealed for better or worse.
Items/MetalBarricade	Metal Barricade
Items/MetalBarricadeDesc	A reliable metal barricade keeping curiosity and chaos apart.
Items/MetalGrateBridge	Metal Grate
Items/MetalGrateBridgeDesc	A metal bridge that was used to cross lava in the molten quarry.
Items/MetalPallet	Metal Pallet
Items/MetalPalletDesc	A heavy metal pallet built for hauling gear and supplies.
Items/MetalTable	Metal Table
Items/MetalTableDesc	A heavy set of metal sheets, repurposed into a table.
Items/MeteorStaff	Corrupted Meteor Staff
Items/MeteorStaffDesc	A weathered staff infused with cosmic corruption. It crackles with unfathomable energies and whispers of forbidden power.
Items/MeteorStaffLesser	Noxious Meteor Staff
Items/MeteorStaffLesserDesc	A tainted staff laced with corroding blight. It sizzles with embittered energies that rain down a dense drop of toxin.
Items/MildewLeaf	Mildew Leaf
Items/MildewLeafDesc	A leaf with white mold spots on it, apart from that it looks unscathed.
Items/Milk	Meadow Milk
Items/MilkDesc	A bottle of milk with a slight vanilla aroma and an earthy aftertaste.
Items/Mimite	Mimite
Items/MimiteTrophy	Mimite Figurine
Items/MimiteTrophyDesc	A lifelike representation of a Mimite.
Items/Minecart	Minecart
Items/MinecartDesc	Allows riding the railways with high speed.
Items/MinerBreastArmor	Miner's Labor Suit
Items/MinerBreastArmorDesc	An airtight zip-up suit for working in deep caverns. The flashy orange makes it official.
Items/MinerHelm	Miner's Protective Helm
Items/MinerHelmDesc	A handy helm with integrated goggles and a still functioning headlamp.
Items/MinerPantsArmor	Miner's Worker Pants
Items/MinerPantsArmorDesc	Well-fitting pants that make traversing the underground much more convenient. Comes with squeaky rubber boots.
Items/Minigun	Scrap Minigun
Items/MinigunDesc	A gun-like apparatus that manages to convert disposable debris into a flurry of cutting missiles.
Items/MinionDetonator	Minion Detonator
Items/MinionDetonatorDesc	A pristine skull crest turning conjured sparks of life into ones of greater death.
Items/MinionDetonatorMinor	Minion Kindler
Items/MinionDetonatorMinorDesc	A rusted skull crest turning conjured sparks of life into ones of lesser death.
Items/MinionPotion	Pact of Power Potion
Items/MinionPotionDesc	An ominous looking liquid that elevates the power of your summoned forces.
Items/MinionRange	Bat Minion
Items/MoldChest	Mold Chest
Items/MoldChestDesc	This ancient chest has been overgrown with mold.
Items/MoldCicada	Mold Cicada (Sickle)
Items/MoldCicadaDesc	A colossal cicada that died before it could cast off its hull. It looks like it got infected with an aggressive mold that caused it to run rampant.
Items/MoldCicadaWithoutSickle	Mold Cicada
Items/MoldCicadaWithoutSickleDesc	A colossal cicada that died before it could cast off its hull. It looks like it got infected with an aggressive mold that caused it to run rampant.
Items/MoldDestructible	Mold Vessel
Items/MoldDestructibleDesc	A hollow, fuzzy fungus. Breaking it open may yield some useful goods.
Items/MoldDew	Mold Dew
Items/MoldDewDesc	Golden-colored dew that emanated from mold spores, maybe someone can find a use for it.
Items/MoldPillar	Mold Pillar
Items/MoldPillarDesc	An ancient pillar featuring the core, it is overgrown by mold.
Items/MoldRing	Mold Ring
Items/MoldRingDesc	A soft ring slowly releasing mold spores.
Items/MoldShark	Mold Shark
Items/MoldSharkDesc	A small predator of the murky mold waters.
Items/MoldShell	Mold Shell
Items/MoldShellDesc	The fuzzy, pale housing of a critter that has moved on.
Items/MoldTentacle	Mold Tentacle
Items/MoldTentacleTrophy	Mold Tentacle Figurine
Items/MoldTentacleTrophyDesc	A lifelike representation of a Mold Tentacle.
Items/MoldTree	Mold Tree
Items/MoldTreeDesc	A once green tree that is thoroughly infected with mold.
Items/MoldVeinNecklace	Mold Vein Necklace
Items/MoldVeinNecklaceDesc	A circle of white organic filaments, it latches onto the skin.
Items/MoldWell	Mold Well
Items/MoldWellDesc	You surely don't want to water your plants with its contents.
Items/MoldwebBreastArmor	Moldweb Breastplate
Items/MoldwebBreastArmorDesc	A chest-piece covered in living mold, hungering for big prey.
Items/MoldwebHelm	Moldweb Helm
Items/MoldwebHelmDesc	A head-piece covered in living mold. Its pulse enhances your bodily functions.
Items/MoldwebPantsArmor	Moldweb Pants
Items/MoldwebPantsArmorDesc	Legwear covered in living mold. It seems uninterested in feeding on the wearer.
Items/MoltenButterflyWing	Melting Lava Wing
Items/MoltenButterflyWingDesc	The wing of a lava butterfly, swinging it causes sparks to fly off in all directions.
Items/MoonstoneOffhand	Moonstone
Items/MoonstoneOffhandDesc	This pristine crystal is filled with energy. It makes you feel determined.
Items/MorphaBag	Morpha's Bubble Backpack
Items/MorphaBagDesc	An elastic backpack with lots of space that formed from one of Morpha's outer growths.
Items/MorphaChest	Morpha's Chest
Items/MorphaChestDesc	A slime-covered chest reminiscent of the Aquatic Mass.
Items/MorphaRing	Morpha's Ring
Items/MorphaRingDesc	A strange, little loop made from blue slime, it almost slides off of your finger.
Items/MorphaTrophy	Morpha Figurine
Items/MorphaTrophyDesc	A lifelike representation of Morpha, the Aquatic Mass.
Items/MucusAmoeba	Mucus Amoeba
Items/MucusAmoebaDesc	A slimy giant amoeba, it seems to be looking at you.
Items/MummyCaveling	Caveling Mummy
Items/Mushroom	Mushroom
Items/MushroomBrute	Shrooman Brute
Items/MushroomDesc	A small cave mushroom, perfect for a snack on the go.
Items/MushroomEnemy	Shrooman
Items/MushroomEnemyTrophy	Shrooman Figurine
Items/MushroomEnemyTrophyDesc	A lifelike representation of a shrooman.
Items/MushroomHelm	Shrooman Cap
Items/MushroomHelmDesc	It grows on your head. You can feel your wounds growing shut along with it.
Items/MushroomPlural	Mushrooms
Items/MusicBowl	Music Bowl
Items/MusicBowlDesc	A precious bowl holding a golden cylinder that once seemed to have played a melancholic melody. But it stopped working.
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAlone	CSD!3!? – It's Dangerous To Go Alone
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAloneDesc	A composition containing a motivating melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicSheetCoreKeeperBaseTheme	Core Keeper - Base Theme
Items/MusicSheetCoreKeeperBaseThemeDesc	A composition containing a homely melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicSheetHappyBirthday	Happy Birthday To You
Items/MusicSheetHappyBirthdayDesc	A composition containing a celebrative birthday melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicSheetOwlBoyMainTheme	Owlboy - Main Title
Items/MusicSheetOwlBoyMainThemeDesc	A composition containing an uplifting melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicSheetStand	Music Sheet Stand
Items/MusicSheetStandDesc	A useful piece of furniture to prop up music sheets. When a music sheet is inserted, one can play the melody it contains with an instrument.
Items/MusicSheetStardewValleyItsABigWorldOutside	Stardew Valley - Spring (It's a Big World Outside)
Items/MusicSheetStardewValleyItsABigWorldOutsideDesc	A composition containing a relaxing melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicSheetTerrariaJourneysBeginning	Terraria - Journey's Beginning
Items/MusicSheetTerrariaJourneysBeginningDesc	A composition containing an adventurous melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicSheetValheimMeadows	Valheim - Meadows
Items/MusicSheetValheimMeadowsDesc	A composition containing a peaceful melody. Putting it on a music sheet stand lets one play the melody with an instrument.
Items/MusicWorkbench	Music Workbench
Items/MusicWorkbenchDesc	This writers' table sparks the inspiration for tools and compositions used to conduct music.
Items/MysteriousIdol	Mysterious Idol
Items/MysteriousIdolDesc	A crystalline core statue. May attract someone looking for mysterious idols if placed in a habitable room.
Items/NatureBones	Wilderness Bones
Items/NatureCavelingMoss	Lush Moss
Items/NatureCavelingMossDesc	Ground plants found in Azeos' Wilderness. They grow tiny berries that attract cavelings of the corresponding area.
